iter	RMSE
403	3.969861152
404	3.96801058
405	3.965378596
406	3.96258125
407	3.961137024
408	3.960437498
409	3.958841396
410	3.957924871
411	3.954267208
412	3.950971654
413	3.950550637
414	3.945064526
415	3.941766703
416	3.93990788
417	3.935356246
418	3.931858258
419	3.926544082
420	3.925328451
421	3.923805651
422	3.921695505
423	3.918094026
424	3.913776825
425	3.909671385
426	3.904575811
427	3.90235592
428	3.899201775
429	3.893712392
430	3.893152692
431	3.889329504
432	3.886090986
433	3.883446974
434	3.882134783
435	3.880438036
436	3.879828987
437	3.876466762
438	3.875289275
439	3.871210567
440	3.868004432
441	3.86483035
442	3.862057352
443	3.857838242
444	3.853419643
445	3.8500604
446	3.848424257
447	3.847592502
448	3.844519118
449	3.84087732
450	3.839993553
451	3.836895018
452	3.834347665
453	3.831653874
454	3.828328875
455	3.824051404
456	3.819999728
457	3.81537019
458	3.810403957
459	3.808311024
460	3.804843818
461	3.801329569
462	3.801087043
463	3.797257329
464	3.794518472
465	3.794175848
466	3.792015487
467	3.788516621
468	3.785052606
469	3.784632411
470	3.783122749
471	3.780658301
472	3.778313328
473	3.77457747
474	3.77415194
475	3.771650805
476	3.767566837
477	3.763956316
478	3.759698979
479	3.75521616
480	3.751166304
481	3.747866963
482	3.746358448
483	3.74312934
484	3.740539593
485	3.736980129
486	3.733491468
487	3.732890957
488	3.730183902
489	3.72841862
490	3.724856001
491	3.723723898
492	3.719656097
493	3.716553284
494	3.714417171
495	3.711729074
496	3.711114724
497	3.708117158
498	3.707743196
499	3.703402729
500	3.70145188
501	3.699507741
502	3.694990266
503	3.693658829
504	3.693132957
505	3.691697576
506	3.690823577
507	3.688222553
508	3.68766632
509	3.686708163
510	3.684518369
511	3.68235992
512	3.681827568
513	3.678303567
514	3.675276179
515	3.672831695
516	3.672094893
517	3.669679679
518	3.667228989
519	3.665256629
520	3.661720105
521	3.65862726
522	3.657771363
523	3.657370254
524	3.656840913
525	3.655060551
526	3.651270785
527	3.649299416
528	3.646222308
529	3.642954276
530	3.639985997
531	3.636319078
532	3.631447191
533	3.628822617
534	3.625927501
535	3.625271787
536	3.623118138
537	3.618943067
538	3.616282987
539	3.611528812
540	3.609214576
541	3.608056762
542	3.605705899
543	3.604095625
544	3.600638908
545	3.59756716
546	3.594590252
547	3.592759615
548	3.590996368
549	3.587524197
550	3.587325827
551	3.585365525
552	3.582276283
553	3.578470159
554	3.576571626
555	3.573181997
556	3.569713136
557	3.56725287
558	3.56456932
559	3.563013936
560	3.562852224
561	3.56119071
562	3.559878576
563	3.558475823
564	3.556394823
565	3.553330695
566	3.552665576
567	3.550405534
568	3.548875751
569	3.547101263
570	3.545897687
571	3.542317675
572	3.542016168
573	3.539925649
574	3.537622958
575	3.536193241
576	3.533811055
577	3.530920361
578	3.528959595
579	3.526245046
580	3.525400499
581	3.523560597
582	3.520183032
583	3.517539706
584	3.51510662
585	3.512576109
586	3.511303951
587	3.5096906
588	3.506858925
589	3.506520792
590	3.503167449
591	3.500562076
592	3.497849228
593	3.496744316
594	3.493401496
595	3.491849871
596	3.488760724
597	3.486196961
598	3.482632709
599	3.479252009
600	3.475596156
601	3.474420599
602	3.472296746
603	3.469206578
604	3.467968539
605	3.466609067
606	3.466457364
607	3.464680384
608	3.463076692
609	3.459528974
610	3.458413606
611	3.457270183
612	3.457049612
613	3.454820897
614	3.453419482
615	3.451906456
616	3.450705765
617	3.4490242
618	3.44583616
619	3.442459816
620	3.438529208
621	3.436761044
622	3.435518472
623	3.432185051
624	3.4302652
625	3.427901537
626	3.424933791
627	3.420777153
628	3.419508866
629	3.418426958
630	3.417260783
631	3.414734338
632	3.413820682
633	3.410880133
634	3.409630818
635	3.406601989
636	3.405008178
637	3.401770976
638	3.400363072
639	3.399927763
640	3.399494551
641	3.397254436
642	3.396043251
643	3.393495362
644	3.390942886
645	3.388556594
646	3.388066527
647	3.386420243
648	3.38316095
649	3.382184253
650	3.380745423
651	3.379564622
652	3.377431289
653	3.374639041
654	3.372533436
655	3.370027339
656	3.36916478
657	3.368487858
658	3.366981609
659	3.364079342
660	3.363371755
661	3.360239331
662	3.358414514
663	3.356765714
664	3.353936335
665	3.350851552
666	3.348203758
667	3.344104268
668	3.342867054
669	3.341906434
670	3.338603792
671	3.336115055
672	3.335364559
673	3.33462613
674	3.331579735
675	3.328914206
676	3.326027692
677	3.325918344
678	3.324642974
679	3.323841538
680	3.322971972
681	3.32162336
682	3.318419056
683	3.3172431
684	3.314330475
685	3.312848222
686	3.311187125
687	3.31031758
688	3.306591962
689	3.304808649
690	3.302829921
691	3.300495404
692	3.299365603
693	3.298178162
694	3.295539612
695	3.294033608
696	3.293529695
697	3.291472114
698	3.289848582
699	3.287689994
700	3.28593641
701	3.28523878
702	3.283378157
703	3.28245253
704	3.278604845
705	3.276815958
706	3.274935567
707	3.272473481
708	3.272166944
709	3.271201905
710	3.269810939
711	3.267614165
712	3.265990095
713	3.262798187
714	3.260699811
715	3.260620838
716	3.257949715
717	3.256329887
718	3.254369188
719	3.253615597
720	3.25105147
721	3.249562296
722	3.246680105
723	3.245314378
724	3.244415034
725	3.242585884
726	3.240981519
727	3.24075089
728	3.237684343
729	3.234748522
730	3.233323591
731	3.231429118
732	3.230814181
733	3.228908398
734	3.226954242
735	3.225484068
736	3.223069038
737	3.222930651
738	3.221809437
739	3.221235196
740	3.219975287
741	3.219101057
742	3.217592748
743	3.21725871
744	3.216943015
745	3.215669111
746	3.214785554
747	3.212854526
748	3.209862232
749	3.209465958
750	3.207184257
751	3.203045577
752	3.202284513
753	3.201568509
754	3.200844988
755	3.199419321
756	3.196993865
757	3.196813995
758	3.196219446
759	3.193810363
760	3.192446546
761	3.188904972
762	3.187853745
763	3.186769029
764	3.184586338
765	3.18286309
766	3.182064732
767	3.182035477
768	3.180862238
769	3.179791243
770	3.178123493
771	3.176269421
772	3.175546623
773	3.174744542
774	3.172462886
775	3.172391834
776	3.170189866
777	3.169612115
778	3.167787923
779	3.167396066
780	3.165997905
781	3.164716444
782	3.164209175
783	3.161630238
784	3.159234383
785	3.158111627
786	3.157694172
787	3.154673016
788	3.151347159
789	3.150417919
790	3.148730952
791	3.146773969
792	3.145468998
793	3.143946898
794	3.142150808
795	3.142083176
796	3.14126685
797	3.138553441
798	3.137927537
799	3.135041542
800	3.131703061
801	3.131538039
802	3.130244245
803	3.128374997
804	3.127582745
805	3.126124638
806	3.125922558
807	3.123471933
808	3.123039577
809	3.119719523
810	3.118934104
811	3.11681683
812	3.114687386
813	3.112239413
814	3.110547815
815	3.109694347
816	3.108506096
817	3.107054022
818	3.106005851
819	3.105801722
820	3.105768986
821	3.104618218
822	3.102707235
823	3.101899959
824	3.101666854
825	3.100431252
826	3.099479128
827	3.096722411
828	3.094537438
829	3.094074069
830	3.093139127
831	3.091648083
832	3.088598677
833	3.086520782
834	3.085262511
835	3.083391716
836	3.082716597
837	3.082647899
838	3.08252264
839	3.079925851
840	3.07904737
841	3.076762136
842	3.076231199
843	3.073253154
844	3.072174089
845	3.069753477
846	3.069575141
847	3.068240787
848	3.068049377
849	3.067356549
850	3.064574675
851	3.063509453
852	3.06238167
853	3.061678345
854	3.059163574
855	3.058327583
856	3.057917354
857	3.057168693
858	3.054926638
859	3.053821309
860	3.051664059
861	3.050721704
862	3.050448117
863	3.049944655
864	3.048453199
865	3.047277062
866	3.046558958
867	3.046534789
868	3.044070459
869	3.042854171
870	3.040546116
871	3.037914886
872	3.034625628
873	3.033409636
874	3.031758095
875	3.031303715
876	3.030683698
877	3.028003774
878	3.026231425
879	3.02479223
880	3.024185079
881	3.021738026
882	3.021179277
883	3.018498326
884	3.017984175
885	3.01713735
886	3.016477493
887	3.014854414
888	3.012119642
889	3.011160198
890	3.009678333
891	3.007330454
892	3.006822321
893	3.006096578
894	3.004725122
895	3.004403425
896	3.003158653
897	3.001446476
898	2.999555349
899	2.996924228
900	2.995521469
901	2.991636001
902	2.991554599
903	2.989355353
904	2.988726107
905	2.985971333
906	2.984722132
907	2.984657973
908	2.984265708
909	2.982619456
910	2.981391658
911	2.98101909
912	2.980894732
913	2.980627319
914	2.979630916
915	2.978166245
916	2.976419636
917	2.975897011
918	2.973574979
919	2.972959159
920	2.972920844
921	2.971890578
922	2.969802842
923	2.969652392
924	2.968809229
925	2.965814576
926	2.964352767
927	2.964131264
928	2.963867634
929	2.961221372
930	2.960317265
931	2.95995563
932	2.959449408
933	2.957448909
934	2.955541681
935	2.953659649
936	2.9520438
937	2.951273261
938	2.949898433
939	2.948126009
940	2.947254259
941	2.947197736
942	2.947174798
943	2.946471537
944	2.945438518
945	2.944783027
946	2.94271757
947	2.940070176
948	2.939552219
949	2.937610953
950	2.935993914
951	2.935523521
952	2.934189059
953	2.933638032
954	2.932607245
955	2.931770009
956	2.931352097
957	2.930872245
958	2.928826017
959	2.928160563
960	2.926144735
961	2.922909709
962	2.921808735
963	2.921754392
964	2.91998113
965	2.9195833
966	2.919562195
967	2.917592105
968	2.916693309
969	2.914966585
970	2.914532825
971	2.914481311
972	2.913261701
973	2.91311425
974	2.91281957
975	2.912102242
976	2.910325017
977	2.908974511
978	2.907615594
979	2.907449242
980	2.905223725
981	2.904827153
982	2.904313344
983	2.904268737
984	2.90358925
985	2.902612198
986	2.900540624
987	2.898931332
988	2.898905318
989	2.897980992
990	2.896906859
991	2.894813851
992	2.894330175
993	2.893322855
994	2.892233158
995	2.892043494
996	2.890081502
997	2.88730608
998	2.88687474
999	2.886177014
